mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,prev_lat,prev_lon,prev_time,time_diff_seconds,distance_m,implied_speed_knots,movement_anomaly,zero_time_gap,ais_gap,valid_movement
123456789,2025-01-01 00:31:04+00:00,-80.15755,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 00:28:05+00:00,179.0,1.4926186470043052,0.0162090046413008,False,False,False,True
123456789,2025-01-01 00:34:05+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15755,2025-01-01 00:31:04+00:00,181.0,1.4926186470043052,0.01602989961764,False,False,False,True
123456789,2025-01-01 00:37:04+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 00:34:05+00:00,179.0,1.0002373689953266,0.0108620190354629,False,False,False,True
123456789,2025-01-01 00:40:31+00:00,-80.10692,26.11518,0.0,140.2,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 00:37:04+00:00,207.0,5086.921974572828,47.76890053649104,False,False,False,True
123456789,2025-01-01 00:43:06+00:00,-80.15751,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10692,2025-01-01 00:40:31+00:00,155.0,5084.821859070281,63.76825885506564,True,False,False,False
123456789,2025-01-01 00:46:06+00:00,-80.15755,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15751,2025-01-01 00:43:06+00:00,180.0,5.201395771022497,0.0561704508641353,False,False,False,True
123456789,2025-01-01 00:49:31+00:00,-80.10692,26.11518,0.0,140.2,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15755,2025-01-01 00:46:06+00:00,205.0,5089.132086653821,48.255895196688606,False,False,False,True
123456789,2025-01-01 00:52:05+00:00,-80.15755,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10692,2025-01-01 00:49:31+00:00,154.0,5088.912654753106,64.23397386243686,True,False,False,False
123456789,2025-01-01 00:55:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15755,2025-01-01 00:52:05+00:00,180.0,2.000474737990652,0.0216033489705319,False,False,False,True
123456789,2025-01-01 00:58:04+00:00,-80.15755,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 00:55:05+00:00,179.0,2.2867739413916626,0.0248330874761718,False,False,False,True
123456789,2025-01-01 01:01:04+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15755,2025-01-01 00:58:04+00:00,180.0,1.4926186470043052,0.0161189546155158,False,False,False,True
123456789,2025-01-01 01:04:04+00:00,-80.15753,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 01:01:04+00:00,180.0,2.431093815937491,0.026253652239844,False,False,False,True
123456789,2025-01-01 01:07:04+00:00,-80.15756,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15753,2025-01-01 01:04:04+00:00,180.0,3.000712617591115,0.0324050289698795,False,False,False,True
123456789,2025-01-01 01:10:31+00:00,-80.10693,26.11518,0.0,77.9,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15756,2025-01-01 01:07:04+00:00,207.0,5089.132086653821,47.78965466338726,False,False,False,True
123456789,2025-01-01 01:13:05+00:00,-80.15756,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10693,2025-01-01 01:10:31+00:00,154.0,5089.132086653821,64.23674360598159,True,False,False,False
123456789,2025-01-01 01:16:05+00:00,-80.15755,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15756,2025-01-01 01:13:05+00:00,180.0,1.0002375391970404,0.0108016763232931,False,False,False,True
123456789,2025-01-01 01:19:05+00:00,-80.15753,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15755,2025-01-01 01:16:05+00:00,180.0,2.0004750783940795,0.0216033526465863,False,False,False,True
123456789,2025-01-01 01:22:04+00:00,-80.15755,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15753,2025-01-01 01:19:05+00:00,179.0,2.2867740914613743,0.0248330891058451,False,False,False,True
123456789,2025-01-01 01:25:06+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15755,2025-01-01 01:22:04+00:00,182.0,1.4926187031641749,0.0159418238459266,False,False,False,True
123456789,2025-01-01 01:28:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 01:25:06+00:00,178.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 01:31:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 01:28:04+00:00,180.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 01:34:04+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 01:31:04+00:00,180.0,2.215793802609189,0.023928603473688,False,False,False,True
123456789,2025-01-01 01:37:07+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 01:34:04+00:00,183.0,1.107896902444017,0.0117681656549004,False,False,False,True
123456789,2025-01-01 01:40:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 01:37:07+00:00,177.0,1.1078969001651382,0.012167086499531,False,False,False,True
123456789,2025-01-01 01:43:04+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 01:40:04+00:00,180.0,1.1078969001651382,0.0119643017245389,False,False,False,True
123456789,2025-01-01 01:46:04+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 01:43:04+00:00,180.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 01:49:04+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 01:46:04+00:00,180.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 01:52:05+00:00,-80.15756,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 01:49:04+00:00,181.0,2.000474908192396,0.0214839952792304,False,False,False,True
123456789,2025-01-01 01:55:04+00:00,-80.15755,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15756,2025-01-01 01:52:05+00:00,179.0,2.4310937831642474,0.0264003203322122,False,False,False,True
123456789,2025-01-01 01:58:04+00:00,-80.15753,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15755,2025-01-01 01:55:04+00:00,180.0,3.879280787095337,0.0418927842510411,False,False,False,True
123456789,2025-01-01 02:01:04+00:00,-80.15753,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15753,2025-01-01 01:58:04+00:00,180.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 02:04:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15753,2025-01-01 02:01:04+00:00,181.0,2.215793802609189,0.0237964012445516,False,False,False,True
123456789,2025-01-01 02:07:05+00:00,-80.15754,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 02:04:05+00:00,180.0,1.4926185908452274,0.0161189540090477,False,False,False,True
123456789,2025-01-01 02:10:30+00:00,-80.10693,26.11518,0.0,77.9,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15754,2025-01-01 02:07:05+00:00,205.0,5086.812574252038,48.233901240654056,False,False,False,True
123456789,2025-01-01 02:13:04+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10693,2025-01-01 02:10:30+00:00,154.0,5086.921974572828,64.20884682502368,True,False,False,False
123456789,2025-01-01 02:16:06+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 02:13:04+00:00,182.0,1.107896902444017,0.0118328259057515,False,False,False,True
123456789,2025-01-01 02:19:04+00:00,-80.15756,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 02:16:06+00:00,178.0,2.2867739413916626,0.0249725992035661,False,False,False,True
123456789,2025-01-01 02:22:05+00:00,-80.15755,26.11067,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15756,2025-01-01 02:19:04+00:00,181.0,2.4310937514486888,0.0261086037448398,False,False,False,True
123456789,2025-01-01 02:25:05+00:00,-80.15754,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11067,-80.15755,2025-01-01 02:22:05+00:00,180.0,1.4926185357461152,0.0161189534140262,False,False,False,True
123456789,2025-01-01 02:28:04+00:00,-80.15755,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15754,2025-01-01 02:25:05+00:00,179.0,2.4310937831642474,0.0264003203322122,False,False,False,True
123456789,2025-01-01 02:31:05+00:00,-80.15755,26.11067,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15755,2025-01-01 02:28:04+00:00,181.0,3.323690710987644,0.0356946019427968,False,False,False,True
123456789,2025-01-01 02:34:32+00:00,-80.10693,26.11519,0.0,77.9,,ODYSSEY,,ODYSSEY,37.0,26.11067,-80.15755,2025-01-01 02:31:05+00:00,207.0,5087.80750604818,47.77721614761688,False,False,False,True
123456789,2025-01-01 02:37:05+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10693,2025-01-01 02:34:32+00:00,153.0,5087.141063460332,64.63129597906361,True,False,False,False
123456789,2025-01-01 02:40:04+00:00,-80.15753,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 02:37:05+00:00,179.0,2.4310937831642474,0.0264003203322122,False,False,False,True
123456789,2025-01-01 02:43:31+00:00,-80.10693,26.11519,0.0,77.9,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15753,2025-01-01 02:40:04+00:00,207.0,5085.926208878551,47.75954976747093,False,False,False,True
123456789,2025-01-01 02:46:04+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10693,2025-01-01 02:43:31+00:00,153.0,5086.035869515138,64.61725467057717,True,False,False,False
123456789,2025-01-01 02:49:04+00:00,-80.15753,26.11067,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 02:46:04+00:00,180.0,2.21579380889699,0.0239286035415906,False,False,False,True
123456789,2025-01-01 02:52:07+00:00,-80.15752,26.11068,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11067,-80.15753,2025-01-01 02:49:04+00:00,183.0,1.4926184778212055,0.0158547076608085,False,False,False,True
123456789,2025-01-01 02:55:05+00:00,-80.15755,26.1107,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11068,-80.15752,2025-01-01 02:52:07+00:00,178.0,3.730148691447528,0.040734900181929,False,False,False,True
123456789,2025-01-01 02:58:04+00:00,-80.15756,26.1107,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.1107,-80.15755,2025-01-01 02:55:05+00:00,179.0,1.0002369434905083,0.0108620144147183,False,False,False,True
123456789,2025-01-01 03:01:04+00:00,-80.15754,26.11067,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.1107,-80.15756,2025-01-01 02:58:04+00:00,180.0,3.87928045246878,0.0418927806373717,False,False,False,True
123456789,2025-01-01 03:22:04+00:00,-80.15754,26.11067,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11067,-80.15754,2025-01-01 03:01:04+00:00,1260.0,0.0,0.0,False,False,True,True
123456789,2025-01-01 03:25:06+00:00,-80.15756,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11067,-80.15754,2025-01-01 03:22:04+00:00,182.0,2.985237126944355,0.0318836447079094,False,False,False,True
123456789,2025-01-01 03:28:04+00:00,-80.15755,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15756,2025-01-01 03:25:06+00:00,178.0,1.0002373689953266,0.0109230416143139,False,False,False,True
123456789,2025-01-01 03:31:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15755,2025-01-01 03:28:04+00:00,180.0,2.431093815937491,0.026253652239844,False,False,False,True
123456789,2025-01-01 03:34:05+00:00,-80.15755,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 03:31:04+00:00,181.0,2.431093815937491,0.0261086044374139,False,False,False,True
123456789,2025-01-01 03:37:06+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15755,2025-01-01 03:34:05+00:00,181.0,1.0002373689953266,0.0107419967256788,False,False,False,True
123456789,2025-01-01 03:40:05+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 03:37:06+00:00,179.0,1.107896902444017,0.012031141423725,False,False,False,True
123456789,2025-01-01 03:43:05+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 03:40:05+00:00,180.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 03:46:04+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 03:43:05+00:00,179.0,1.107896902444017,0.012031141423725,False,False,False,True
123456789,2025-01-01 03:49:30+00:00,-80.10693,26.11519,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 03:46:04+00:00,206.0,5087.031185276934,48.00181892810056,False,False,False,True
123456789,2025-01-01 03:52:04+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10693,2025-01-01 03:49:30+00:00,154.0,5086.035869515138,64.1976621077812,True,False,False,False
123456789,2025-01-01 03:55:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 03:52:04+00:00,181.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 03:58:05+00:00,-80.15755,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 03:55:05+00:00,180.0,2.2867739413916626,0.024695125879082,False,False,False,True
123456789,2025-01-01 04:01:32+00:00,-80.10693,26.11519,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15755,2025-01-01 03:58:05+00:00,207.0,5088.136359736047,47.78030425849912,False,False,False,True
123456789,2025-01-01 04:04:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10693,2025-01-01 04:01:32+00:00,152.0,5087.25118054711,65.05791009733352,True,False,False,False
123456789,2025-01-01 04:07:30+00:00,-80.10692,26.11519,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 04:04:04+00:00,206.0,5088.246455367386,48.01328635825894,False,False,False,True
123456789,2025-01-01 04:10:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10692,2025-01-01 04:07:30+00:00,154.0,5088.246455367386,64.22556486883987,True,False,False,False
123456789,2025-01-01 04:13:05+00:00,-80.15754,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 04:10:04+00:00,181.0,2.215793802609189,0.0237964012445516,False,False,False,True
123456789,2025-01-01 04:16:31+00:00,-80.10692,26.11519,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15754,2025-01-01 04:13:05+00:00,206.0,5088.026502962014,48.01121086173632,False,False,False,True
123456789,2025-01-01 04:19:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10692,2025-01-01 04:16:31+00:00,153.0,5088.246455367386,64.64533980262314,True,False,False,False
123456789,2025-01-01 04:22:05+00:00,-80.15753,26.11062,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 04:19:04+00:00,181.0,1.4926187586156932,0.0160299008162846,False,False,False,True
123456789,2025-01-01 04:25:05+00:00,-80.15753,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11062,-80.15753,2025-01-01 04:22:05+00:00,180.0,2.215793800172908,0.0239286034473783,False,False,False,True
123456789,2025-01-01 04:28:31+00:00,-80.10692,26.11519,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15753,2025-01-01 04:25:05+00:00,206.0,5087.141063460332,48.00285575144044,False,False,False,True
123456789,2025-01-01 04:31:04+00:00,-80.15756,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10692,2025-01-01 04:28:31+00:00,153.0,5090.017144094429,64.667836113572,True,False,False,False
123456789,2025-01-01 04:34:05+00:00,-80.15756,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15756,2025-01-01 04:31:04+00:00,181.0,1.107896902444017,0.0118982006345125,False,False,False,True
123456789,2025-01-01 04:37:06+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15756,2025-01-01 04:34:05+00:00,181.0,2.000474908192396,0.0214839952792304,False,False,False,True
123456789,2025-01-01 04:40:04+00:00,-80.15754,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 04:37:06+00:00,178.0,1.1078969001651382,0.0120987320809943,False,False,False,True
123456789,2025-01-01 04:43:30+00:00,-80.10693,26.11518,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15754,2025-01-01 04:40:04+00:00,206.0,5087.141492001358,48.00285979520349,False,False,False,True
123456789,2025-01-01 04:46:31+00:00,-80.10693,26.11518,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10693,2025-01-01 04:43:30+00:00,181.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 04:49:30+00:00,-80.10692,26.11518,0.0,148.8,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10693,2025-01-01 04:46:31+00:00,179.0,1.000198815171818,0.0108616003624781,False,False,False,True
123456789,2025-01-01 04:52:05+00:00,-80.15754,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10692,2025-01-01 04:49:30+00:00,155.0,5088.02693159779,63.80845335946483,True,False,False,False
123456789,2025-01-01 04:55:05+00:00,-80.15753,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15754,2025-01-01 04:52:05+00:00,180.0,1.000237454096199,0.0108016754042797,False,False,False,True
123456789,2025-01-01 04:58:05+00:00,-80.15753,26.11065,0.1,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15753,2025-01-01 04:55:05+00:00,180.0,1.107896902444017,0.0119643017491487,False,False,False,True
123456789,2025-01-01 05:04:34+00:00,-80.10692,26.11519,0.0,198.1,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 04:58:05+00:00,389.0,5087.031185276934,25.419986373235773,False,False,False,True
123456789,2025-01-01 05:07:31+00:00,-80.10692,26.11519,0.0,198.1,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10692,2025-01-01 05:04:34+00:00,177.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 05:10:05+00:00,-80.15752,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11519,-80.10692,2025-01-01 05:07:31+00:00,154.0,5086.035869516196,64.19766210779456,True,False,False,False
123456789,2025-01-01 05:13:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15752,2025-01-01 05:10:05+00:00,180.0,1.0002373675739036,0.0108016744699158,False,False,False,True
123456789,2025-01-01 05:16:04+00:00,-80.15754,26.11066,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 05:13:05+00:00,179.0,1.4926185908452274,0.0162090040314446,False,False,False,True
123456789,2025-01-01 05:19:05+00:00,-80.15757,26.11062,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11066,-80.15754,2025-01-01 05:16:04+00:00,181.0,5.351938283087449,0.0574768602883795,False,False,False,True
123456789,2025-01-01 05:22:04+00:00,-80.15753,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11062,-80.15757,2025-01-01 05:19:05+00:00,179.0,4.573548329108056,0.049666179799181,False,False,False,True
123456789,2025-01-01 05:25:05+00:00,-80.15753,26.11064,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15753,2025-01-01 05:22:04+00:00,181.0,0.0,0.0,False,False,False,True
123456789,2025-01-01 05:28:32+00:00,-80.10693,26.11518,0.0,198.1,,ODYSSEY,,ODYSSEY,37.0,26.11064,-80.15753,2025-01-01 05:25:05+00:00,207.0,5086.036297980581,47.76058356264045,False,False,False,True
123456789,2025-01-01 05:31:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11518,-80.10693,2025-01-01 05:28:32+00:00,153.0,5085.926637353401,64.61586689381069,True,False,False,False
123456789,2025-01-01 05:34:06+00:00,-80.15756,26.11063,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 05:31:05+00:00,181.0,3.730149709637515,0.0400597470253137,False,False,False,True
123456789,2025-01-01 05:37:05+00:00,-80.15753,26.11065,0.0,,,ODYSSEY,,ODYSSEY,37.0,26.11063,-80.15756,2025-01-01 05:34:06+00:00,179.0,3.730149709637515,0.040507341964144,False,False,False,True
123456789,2025-01-01 05:40:30+00:00,-80.10693,26.11518,0.0,198.1,,ODYSSEY,,ODYSSEY,37.0,26.11065,-80.15753,2025-01-01 05:37:05+00:00,205.0,5085.926637353401,48.22550065733188,False,False,False,True
